A,AA,AAPL,ABC,ABT,ACE,ACS,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,ALTR,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANF,AON,APA,APC,APD,APH,APOL,ARG,ATI,AVB,AVP,AVY,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDK,BDX,BEN,BF.B,BHI,BIG,BIIB,BJS,BK,BLL,BMC,BMS,BMY,BNI,BRCM,BSX,BTU,BXP,C,CA,CAG,CAH,CAM,CAT,CB,CBG,CBS,CCE,CCL,CEG,CELG,CEPH,CERN,CF,CFN,CHK,CHRW,CI,CIEN,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COH,COL,COP,COST,CPB,CPWR,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVG,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DISCA,DNB,DNR,DO,DOV,DOW,DPS,DRI,DTE,DTV,DUK,DV,DVA,DVN,DYN,EBAY,ECL,ED,EFX,EIX,EK,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ERTS,ESRX,ETFC,ETN,ETR,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FO,FPL,FRX,FSLR,FTI,FTR,GAS,GCI,GD,GE,GENZ,GILD,GIS,GLW,GME,GNW,GOOG,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCN,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSP,HST,HSY,HUM,IBM,ICE,IFF,IGT,INTC,INTU,IP,IPG,IRM,ISRG,ITT,ITW,IVZ,JAVA,JBL,JCI,JCP,JDSU,JEC,JNJ,JNPR,JNS,JPM,JWN,K,KBH,KEY,KFT,KG,KIM,KLAC,KMB,KMX,KO,KR,KSS,L,LEG,LEN,LH,LIFE,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LSI,LTD,LUK,LUV,LXK,M,MA,MAR,MAS,MAT,MBI,MCD,MCHP,MCK,MCO,MDP,MDT,MEE,MET,MFE,MHP,MHS,MI,MIL,MJN,MKC,MMC,MMM,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTW,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NEM,NI,NKE,NOC,NOV,NOVL,NRG,NSC,NSM,NTAP,NTRS,NU,NUE,NVDA,NVLS,NWL,NWSA,NYT,OI,OMC,ORCL,OXY,PAYX,PBCT,PBG,PCAR,PCG,PCL,PCLN,PCP,PCS,PDCO,PEG,PEP,PFE,PFG,PG,PGN,PGR,PH,PHM,PKI,PLD,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PTV,PWR,PX,PXD,Q,QCOM,QLGC,R,RAI,RF,RHI,RHT,ROK,ROP,ROST,RRC,RRD,RSG,RTN,RX,S,SAI,SBUX,SCG,SCHW,SE,SEE,SHLD,SHW,SIAL,SII,SJM,SLB,SLE,SLM,SNA,SNDK,SNI,SO,SPG,SPLS,SRCL,SRE,STI,STJ,STR,STT,STZ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TE,TEG,TGT,THC,TIF,TJX,TLAB,TMK,TMO,TROW,TRV,TSN,TSO,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,URBN,USB,UTX,V,VAR,VFC,VIA,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WDC,WEC,WFC,WFMI,WFR,WHR,WIN,WLP,WM,WMT,WPI,WPO,WU,WY,WYE,WYN,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,XTO,YHOO,ZION
22247,217327,159102,34848,52152,47705.0,11869,66320,36707,62353,39973,32747,11207,39500,33179,30149,40997.0,14102,676919,29027,10737,25471,143393,41078,52916,350246,135825,61269,17056,63025,189810,22932,35719,21013,49141,106186,24080,14413,18534.0,5744,21444,14049,80241,9017,106833,34089,2565,90641,2466246,78974,28200,63258,83999,7294,9985.0,12079,15614,3448,61167,13278,18006,47450,113037.0,6201,24565,6579,114900,84609,150317,68454,42203,16403,5756903,41293,47161,22523,33380,193707,62089,47403,71468,40506,31498,16607,36696,27270,14517.0,10655,14554,155187,9012,29866,41526.0,7088,17197,67223,7983,21694,155548.0,16544,36222,22269,36009,28503,49545,16838,10575,7614,103183,30042,20720,22466,22088,9951,724866,58646,9967,38133,29358,39110,8320.0,31786,92111,140815,23123,74737,40144,300258,41803.0,85000,76098,85038,36243,290856,17286,1817,32856,17125,10431,100292,16344.0,20068,8621,85352,81328,6957,12281,27052,111307.0,212590,13333,15101,9506,12828,34229,5829,311959,16851,41732,27600,76133,35516,14588,117746,27842,227044,13236,7855,38979,24922,76037,581444,12962,168333,20474,25724,14455.0,24001,8415,28166,10554,243263,16544,10721,8874,8235,10976,54347,30256,8703.0,6201,45774,3542,64457,12151,606973,35916,94986,20274,136267,110268,90081,34463,10575,73978,8626,73100,28516,7476.0,152467,11945,20239,187743,41392,17505,27868,131213,23697,80886,17149,20057,78457,28941,14371.0,91895,14286,10723,6431,7759,74387,24319,57335,75293,6934,5084,73941,833433,39195,64886,78537,15236,3583,14392.0,23661,38445,189820,51005,58100,77460,32932,31732,82408,64673.0,34045,357056,46076,12787,45202,110708,74061,63512.0,88758,56929,33558,20737,76879,260247.0,29331,16238,19169,68924,8806,12621,14624,22912,64172,19347,20600,30897,16181,154007,77074,87416,11936,93347,29535,80360,7513,33112,77158.0,11711,90237,135682,22930,22137,43304,5969,49837.0,41550,67154,12854,33414,25974,58227,2874,12271,7976,36583,57735,159184,18791,62859,293941,109216.0,46064,204727,390502,8429,34037,310129,16830,23274.0,23500,82153,13605,57393,34984,96076,28390,19088,12453,40263,10902,27608,40902,35569,61021,17473.0,9187,43789,117751,50195,26433,124999,40894,28440,36438.0,310351,50391,46293,20092,10623,35950,27599,14063,6798.0,5904,72727,5873,27490,81277,632879,28338,88673,13296,31143,21371,92860,13266,100990,11604,53184,41105,10644.0,28250,10664,8153,50552,13669,13739,26376,17517,12143,149874,373140,59719,31914,9854,230608,12369,14322,26302,5245,34181.0,24888,14768,14404,25766,27585,534921,19189.0,64760,6376,38103,46966,20159,13206,6771,6000,46400,4470,110239,79233,34341,3738,152355,13735,35657,16992,74023,4196,134655,54371.0,26839,11807,95657,59537,50151,19734,55156,56718,15662,100252,37097,256336,17534,32211,12334,8873,57575,56755,20574,40850,90580,10188,38987,18608,28817,39992,43722,17340,24067,66644,110744,48089,155458,74672,46574,55984,22924.0,140450,21910,50889,6617,10307,901,168509,24470,11508,35820,16735,177961,7914,47475,4766,400265,16007.0,66231,17213,23810,58387,17691,119585,7021,182,157284,17913,177973.0,20067,22473,168594,21777,33908,89858,690108,27727,114949,456958.0,304109,75213
30891,226136,120588,21381,55401,35654.0,16502,57267,45201,77113,32051,43515,15010,44723,40521,58637,30571.0,21028,515709,24507,15521,21911,52326,30572,37294,256020,120286,65290,16207,50070,93199,30001,37796,13763,52324,94663,19416,12964,26972.0,5798,15687,13037,64140,6693,88802,32401,3052,43812,2400999,83003,41721,43323,73469,6524,13408.0,22668,12570,2938,43550,7995,20300,44601,199835.0,9553,31100,6892,121615,62732,87004,135778,40006,20920,2886874,55151,50338,23886,30323,157258,31802,42829,65313,71271,30784,32552,44435,23693,9102.0,9778,13884,195237,14701,21488,39756.0,9362,20726,55145,16330,17164,208278.0,9101,27919,19479,37551,23545,65172,14153,33506,8145,133513,30811,24823,10731,13828,10765,596888,52906,9713,30070,16641,46483,7405.0,21546,165783,139373,30886,63606,19304,502579,33162.0,49654,22160,121930,22465,128911,47280,2630,45463,25118,9716,29260,30930.0,23938,4636,90284,226574,4719,6401,33663,138872.0,177134,10135,28939,12267,18671,70210,5739,292750,7991,56622,22398,114720,34255,19704,169940,19862,201389,6608,27475,34787,43757,52899,517908,11051,228120,14356,17014,19068.0,27061,14082,23512,16139,216480,19624,23517,6256,9745,11290,33414,27561,9949.0,11194,22122,3860,87184,11984,644955,42207,93613,16844,158861,119124,139473,49179,11418,85338,5964,60932,31559,8087.0,129740,18165,17895,183864,54447,16736,31182,155949,55394,98415,17874,32890,60261,31757,13409.0,135517,36657,7525,5698,6522,139304,23255,24295,69175,6529,7927,68027,620989,50854,75897,51489,9875,4729,14606.0,21300,38129,71745,53406,103871,72408,40747,22252,85498,60444.0,63817,394985,81652,17952,73422,110769,75651,76414.0,79421,46448,30764,34702,121512,229119.0,25597,18188,21543,37639,9360,7743,8447,16313,65195,18816,26873,31317,8740,136802,61056,47444,17547,82939,18536,80432,8826,38069,69995.0,15283,66586,89259,31012,24376,17423,3101,40078.0,68741,66373,12607,35522,21680,31539,3827,20639,9732,34887,78808,145710,17419,39916,244746,253753.0,35070,231907,635376,15779,36240,292789,18308,14136.0,30080,69925,13979,69725,32015,86131,20780,22867,13021,80186,44998,33499,57160,31616,52129,16627.0,12951,90111,218988,49643,35448,170945,34244,29075,44622.0,235571,38702,40940,42745,31084,21320,22417,15589,12360.0,8336,66918,1533,25900,73031,582604,27844,174580,13610,61896,33369,89348,27160,95339,9375,72150,50815,6649.0,22270,22421,20813,41693,17114,26785,27756,7224,13456,208809,342601,32531,23426,13147,269896,11473,16483,14940,4490,22928.0,34972,19049,10093,31980,38473,19708,14013.0,126939,5503,33809,48229,15589,16762,5705,10363,31906,8218,122529,99140,71425,4661,119420,8430,34210,42302,96867,5160,189827,54841.0,25304,14139,78735,23128,38132,13634,32465,57459,24238,93271,40580,337413,13231,26532,14403,5230,48216,46182,13240,38454,84271,14178,32080,19772,24444,28758,74824,16099,12605,89004,98998,56083,95534,62866,39556,50999,28066.0,161573,26435,33847,10499,6610,468,123327,14511,23261,60606,18123,159078,10156,82253,7854,23724,22186.0,55471,11054,48366,34095,15255,86315,5172,407,157815,18229,119461.0,27128,26352,214439,35456,39260,69598,383375,13635,132315,271252.0,339242,44205
33334,203262,123351,38365,61467,35098.0,10562,72054,61920,60435,33398,32931,12926,40190,79381,32212,37754.0,21954,330452,10884,13552,28928,39773,33811,54025,202272,146770,44092,17223,42849,86412,34900,29496,11737,27149,48148,15146,11387,22971.0,5377,17747,20793,87934,9592,99080,23944,5160,58848,5890919,66206,39824,74011,77378,7295,4370.0,11849,11928,1678,36250,9925,16204,98702,161491.0,9515,27834,6731,128874,78358,84011,79344,42180,18693,2782228,28354,40775,28407,37493,118592,37966,43491,66428,88045,25371,20357,51912,17994,6480.0,15759,17224,396723,11503,26464,40344.0,7991,17019,45792,9015,18728,177245.0,12932,31893,51658,33919,24696,52652,14843,32233,15322,153051,29081,18494,11953,24857,14641,623983,56192,7328,26354,31181,28789,7414.0,15540,154216,83463,34633,47032,37255,28269,23017.0,69273,17809,84598,30280,101735,28059,2022,42917,57974,11619,25710,34540.0,20157,3545,166821,54598,2368,8492,22540,143483.0,136955,12683,15891,8143,31674,80159,17541,301201,10036,44095,25583,85082,35624,17561,213670,20787,903876,21898,22088,59884,43659,49294,619540,18383,189386,14814,12781,18422.0,20718,10248,20012,15942,180058,15643,18900,4872,4157,21602,30508,21381,7954.0,6128,35949,2922,76069,15353,991511,21322,77791,21679,83852,68599,119387,96935,9474,105354,11312,71532,32091,10880.0,123442,10412,25265,237201,27425,15392,45574,88332,60955,108690,22229,29053,44555,33514,29162.0,112163,25335,5176,9051,11404,160673,14722,21859,79294,6370,6732,65439,835261,37381,110304,77248,9004,2843,16771.0,17799,35500,115886,36441,139719,115553,43145,23898,87511,56402.0,42505,240699,52932,15326,30567,140718,90052,37203.0,102227,52614,34653,27589,93913,151746.0,28441,23133,20743,38281,9448,14067,12830,13882,177957,14952,28009,27791,9340,85995,112847,47218,11649,73370,10456,70033,14649,26236,52464.0,22745,407117,67435,21302,22009,20943,3487,69557.0,45457,52022,16216,30832,15654,139702,6502,8489,7858,37387,81527,126768,12069,40199,537000,220243.0,35859,347442,759580,13071,30983,304369,25195,23015.0,22666,122067,10632,55729,22855,83437,24238,24745,12104,47858,43146,21687,58085,53705,53628,21109.0,10860,56727,249989,55248,34889,136552,26988,20123,55116.0,226012,34123,28803,43108,16539,38895,28060,11803,7453.0,5563,44844,4428,31696,62966,571229,26548,96479,26630,64565,35065,70073,37864,97685,8809,51872,42199,5922.0,19030,28898,14086,38002,18970,19662,29842,13877,13026,224740,247351,30648,13294,9293,353780,11985,23588,9738,5042,27725.0,44827,9392,2791,51291,19907,23355,12930.0,89940,5406,37125,59719,13109,14012,3212,6236,48903,8020,120330,79311,81841,3775,144191,5331,27180,31891,71407,4282,102713,51980.0,33148,10781,61947,18418,30190,15223,42054,167645,20855,98880,52198,270764,18213,32250,36161,7033,70239,18571,23229,34233,62766,7895,36205,17891,12402,33155,43100,10394,24336,58350,90569,40196,117453,74752,60495,50824,29327.0,210803,61040,27841,12979,4997,414,95617,8195,20100,27492,20800,210675,17156,158071,8766,14343,16798.0,34997,8693,35337,43257,24104,44730,6582,161,103030,17261,464565.0,29804,14963,178851,17892,38233,54877,298023,13225,123473,241554.0,154204,78732
70176,498437,192708,40156,47802,26269.0,13108,56905,74352,46444,28042,26375,18438,40211,90455,39874,54244.0,16066,325726,19541,13239,28854,89241,11149,59606,215259,81111,50953,23457,30400,92363,36345,32591,16966,46830,40708,14850,17593,39027.0,4298,16796,4810,78394,17096,106925,24313,6721,44120,3588279,170831,50693,68078,58954,11876,15722.0,15355,17873,2960,55995,14369,15646,62297,123453.0,8221,25868,6834,141568,41451,65561,143325,40753,23845,2336067,35300,57208,22406,30216,74822,34908,42341,122498,62619,28837,14731,81147,24157,12891.0,21540,14342,310225,7915,26198,27313.0,6589,31917,51712,17543,24610,253959.0,17705,30594,23258,32647,19880,95462,20090,29682,7706,79418,35339,17116,14359,17853,15156,973813,61831,13970,40270,27589,10724,6220.0,14679,120196,119484,50305,57213,64167,19673,34421.0,77149,17063,52165,29769,78435,26205,4598,43349,22950,11325,29305,34109.0,17231,5770,109433,61566,4882,12206,17841,123693.0,222396,14312,23327,6978,23872,79232,16229,414169,15608,51981,20167,114782,27885,12600,100534,18143,314241,15440,23688,54333,29380,43207,694300,15854,149978,23967,16309,23092.0,16780,6149,26352,33535,187735,13194,19843,4704,5097,29441,22950,30572,16360.0,11021,24328,2777,55544,11496,1626776,22674,88246,27694,104036,70750,200545,43423,8635,90777,12722,48462,57647,8776.0,145885,8483,27249,157233,54174,18846,26370,120581,38098,205329,29570,20109,43197,30687,15653.0,100760,23344,5434,4914,7436,90855,16939,20726,51700,7538,5986,67807,646151,50389,108442,34829,8247,4293,14084.0,25945,41740,78766,53886,122683,62113,49364,16513,134790,71041.0,44725,411577,43222,17055,27357,100588,70614,40618.0,82844,49079,31920,27915,74610,186196.0,26046,29182,13070,35916,7282,9401,15776,20711,88511,39178,30290,23659,10131,77624,136826,45179,12614,79039,26938,83197,7862,22855,81419.0,29743,158289,53676,35135,25351,34167,2922,54258.0,36235,63109,11468,46143,18945,73391,4475,7001,5579,45498,59478,125033,14720,51518,432219,208538.0,41000,337325,512262,10568,48724,540881,17143,15113.0,55384,65732,9159,106746,34890,71614,25941,16701,8483,35936,31424,38330,55463,44582,56233,13283.0,9135,102970,153118,61336,30482,89969,46480,27087,41363.0,240678,65385,34712,33436,20664,57128,28101,79608,9217.0,6449,52112,8745,21852,48629,506595,24993,118083,21142,36401,32508,104014,10362,103030,11813,72134,47004,8708.0,22586,23684,22354,29828,13428,11261,27978,7148,7939,355668,195068,19672,8675,12729,226128,10536,15963,9872,21299,18854.0,23670,11891,8265,36375,29143,19468,12278.0,74335,6032,140241,66809,11821,14789,5520,11362,56928,13805,118545,64546,46002,4870,112878,7322,31710,27721,45845,4763,81242,107360.0,25634,12502,55656,17425,30905,16085,52202,98225,10334,70167,23228,313640,17672,35618,27803,8675,48698,17570,46758,45461,53320,9228,25717,31276,24306,39005,42053,12491,15534,54160,142257,30741,113607,187343,38060,64830,20777.0,168970,50048,40835,14994,14421,789,98828,8660,23647,22192,31214,164893,14315,131465,7184,34061,17039.0,32036,14222,35946,30788,19503,74254,13964,298,95556,14831,502530.0,33775,18384,202665,16494,53547,38016,253908,16821,126276,182503.0,306233,31871
39694,452153,187396,31989,59574,21652.0,12182,58256,46828,48005,36720,71036,12768,31395,93614,37318,37987.0,13939,298762,33316,12371,29950,71165,21382,50241,361704,97152,46206,25153,42190,63148,23351,68769,12384,46441,68241,12964,22681,22863.0,3830,14703,17591,42160,57242,109646,34270,3092,93264,2005446,132860,52365,118408,60836,5817,12570.0,14127,20280,3460,54559,15724,11421,42480,104410.0,6593,29373,6640,106255,39395,63218,85941,70170,19973,2829170,75376,98604,28564,80558,77930,27252,163178,166870,69768,28442,15492,47757,20443,10471.0,7298,18228,171107,10357,35762,35739.0,6950,20552,51246,19184,30836,131184.0,9979,30680,31218,37357,23737,119645,9921,27191,6797,133467,36818,20420,17218,10737,13419,881872,34403,8249,26948,40786,6922,5013.0,15309,191283,117608,40260,84923,48263,17852,19142.0,75049,13271,74271,25918,81484,20283,2803,38271,15754,21297,27143,17814.0,29502,9345,96206,74426,11074,7059,42269,147768.0,263114,17607,25326,4019,22378,143179,22235,404701,9649,56544,22909,95339,33470,15468,120733,21171,249750,13969,13395,73978,18090,55851,554176,13438,99023,19777,15541,15378.0,16163,7255,21448,12147,195706,10188,17049,5042,6890,19349,17947,42728,25210.0,8988,16377,3555,86451,12622,751603,17747,99499,30831,122896,100279,221818,30219,7727,74398,9976,156831,68113,8357.0,160876,22501,20965,190154,41593,14731,24739,156097,44140,178871,25866,24967,48851,30309,13521.0,118038,30738,12925,4462,6817,75616,12312,19112,45440,4771,4791,48479,766360,34803,93955,33901,17171,5077,14555.0,27274,40342,137016,60633,54523,47052,40282,15152,119496,69544.0,22761,344523,63044,16667,27568,90672,48332,22852.0,115895,51710,22496,24246,69791,125214.0,50161,31743,18349,43392,5661,5068,16997,28875,110225,29719,29000,32292,11243,170795,114065,55166,10011,92836,33133,91260,29193,33623,120255.0,28462,82003,45253,36723,20143,13513,3230,35654.0,26702,78153,15123,39678,21499,135623,2284,11242,13559,52792,72294,138955,18395,48940,259351,199518.0,54182,249315,604091,6275,33584,686878,20930,21295.0,18661,69532,12732,65821,28653,139698,35014,16522,19939,35714,24024,25034,84988,48004,47588,14386.0,16458,48758,188523,86835,39364,148076,10373,19324,24094.0,247911,64776,29646,28487,8327,47318,35886,15001,10967.0,9793,39848,4813,37193,69213,580023,21488,117320,39352,27244,22823,104728,7678,86799,10271,71158,28228,7704.0,30829,17716,20452,29747,18562,6916,47944,11415,20902,522889,266431,27231,6878,16193,177552,12423,13511,7765,15104,280571.0,23784,18225,12047,27240,65568,34047,20726.0,44393,6268,132482,71435,14651,14664,13379,15702,38624,30511,80297,54850,34808,3692,109447,11375,37536,24238,68569,8415,90493,99463.0,42407,18640,59975,20189,45215,35635,44508,60333,10591,98274,42579,334863,22219,35666,12540,6326,53655,20993,30162,27452,45786,6725,32984,21759,22909,87034,41285,9890,24643,138019,106280,56747,104394,75781,50831,35025,26658.0,219953,47268,31262,10329,11276,891,87685,7229,23966,31752,41025,202195,7548,67941,7489,32123,12826.0,119060,18476,31708,20472,14837,72641,8172,215,46418,12215,28391.0,44771,12562,208435,16463,50214,126734,267943,15158,131804,147202.0,235914,49376
51064,404616,197655,31327,67849,37223.0,11828,50376,60099,59818,40706,82763,7835,40185,56797,36624,43756.0,17804,288311,25530,10275,31463,60686,24862,72660,407373,155690,43468,17345,46200,61134,38912,52133,12485,33130,64327,9076,21876,22105.0,6107,15014,10034,35007,35063,98499,28709,5510,51948,2021599,185123,33599,80009,86869,3549,11760.0,13929,19310,2788,51883,8973,14225,60001,89605.0,12376,25075,7789,124415,36573,135225,129229,61435,14556,2926219,57504,93613,28139,47880,65312,24460,31942,146650,43358,53110,15023,42137,14172,11424.0,7290,18963,195820,17356,37022,50350.0,8706,22410,85600,17472,25162,147137.0,7007,24855,38160,50615,27953,60723,7405,31399,7621,89920,40316,17678,13737,15721,30763,481173,18823,17454,25784,111021,6236,9966.0,10013,123592,104253,51758,38676,34617,24255,39026.0,86529,11800,71073,19935,92057,32766,1794,24523,17831,14435,20931,27088.0,36555,10543,161228,63888,6070,5691,37114,106457.0,171904,9665,25441,4322,21093,81210,19323,299091,8374,53326,10571,131288,27266,12786,75107,19999,295553,13165,8739,60012,16513,90806,678142,14308,132741,28100,21432,25459.0,24549,7536,20971,8716,65370,17814,35535,4925,3655,19900,26572,41875,21959.0,21201,57219,2608,56625,15822,780268,20914,80710,24533,168628,65098,181401,34840,5948,125740,11715,88052,43019,4965.0,147116,26574,17997,160121,31478,10449,19527,236736,77599,71923,20505,184157,89203,44394,13466.0,113869,20549,9404,8986,7925,120631,13415,22295,61350,12760,8537,32853,895305,35205,167774,97559,17890,5010,38092.0,25308,32470,242107,45417,76137,86326,41805,13179,112861,36464.0,26273,422313,32587,19335,30904,105275,54424,27548.0,104161,51984,33041,30282,90302,126735.0,49502,27765,28470,38201,4935,11223,9594,34492,72476,27535,23792,18627,23553,184190,180075,50223,13388,57829,26888,69776,31652,36800,67435.0,23391,58938,64199,34100,29537,11356,98379,59087.0,38280,72951,9877,41694,33136,89664,4105,12541,15231,28114,48054,171915,10052,61606,166893,208427.0,40886,216187,487952,8797,24425,401599,20743,13425.0,19725,70322,11209,57350,42506,81825,25095,18277,31068,48438,48152,44602,81407,45373,88153,18470.0,7359,42051,190340,55483,24437,216080,14701,22049,27772.0,863771,47994,19886,40169,11223,53436,19986,31812,8514.0,4622,37262,7508,32044,73477,478735,27161,82033,13171,45866,14085,68721,14354,136937,14025,69439,54368,8853.0,16688,19786,25087,43350,12826,23244,42249,10034,31151,221002,276584,35002,4992,11584,127505,13626,21319,7740,13067,45445.0,33617,18192,12270,41190,20890,20908,13117.0,119584,6773,101436,70537,29294,16050,30814,19146,57999,12580,83984,58339,43133,3434,112116,7145,46467,36044,70318,7241,103210,70341.0,44102,16626,48258,16213,167377,19483,39606,75935,22329,113902,32743,677625,22838,27250,19970,5394,37682,22310,25917,28775,85629,6339,25158,23684,19582,56336,66857,7646,14025,86470,133339,164175,141977,43557,46587,46034,26950.0,151447,42643,43662,9338,9248,820,102851,15120,11172,26350,18672,184763,5942,74368,11190,19708,16303.0,82253,13985,51867,33935,8409,67969,7772,187,46256,9668,30507.0,30031,28812,167780,21435,24924,85604,388153,9630,104265,118537.0,146636,44258
66422,347642,150152,26715,55927,15146.0,9114,95484,37468,53257,40370,76526,10674,26908,45067,32167,42003.0,27389,268265,30694,12806,22564,57698,18608,45775,437839,165437,36043,23769,47934,56628,40724,39629,12877,27582,52562,13187,16995,19597.0,2268,17116,13178,45594,19571,68591,25602,5184,67171,2194723,141299,29666,80845,132068,6551,8093.0,20998,11787,1986,62252,10329,18690,24378,81051.0,12500,22417,5944,108631,43220,108011,153667,52437,17137,2599690,40402,50706,23540,379525,99397,32947,26007,88717,41888,44690,25763,30460,32514,7486.0,67283,12295,220527,7071,37324,20604.0,12295,31488,92314,8809,262324,281509.0,6706,16935,47583,22765,42079,55586,4697,40257,10098,75248,41298,12898,16070,25097,28569,648589,33305,11425,43215,34212,5755,9031.0,15605,115786,111138,36837,62235,31964,13047,30246.0,127403,11975,69716,19995,80464,21060,2990,38354,17341,10576,27552,30010.0,21845,9026,97314,80213,8606,9999,32257,54056.0,211134,8802,29839,10006,14456,57743,11107,648768,7906,56936,17807,67284,31834,10872,73039,23618,181207,17209,7780,53656,16550,69887,735089,39032,117578,19109,22491,23305.0,65068,15793,31087,10179,61342,7376,29812,8619,11067,12191,23310,29925,20399.0,30383,41447,4840,108637,15083,768505,25267,73086,45033,127409,52784,138561,28100,8121,122600,13455,65329,40799,6380.0,100219,11628,19624,178929,63174,10596,8529,230759,36548,57496,21398,45598,67063,36727,15029.0,108079,27329,5930,1672,6749,86374,18583,14307,63489,7736,6023,37941,1065515,29585,68957,44010,24796,10785,25783.0,19494,44286,78009,30314,75223,64036,39696,17746,98002,59073.0,21677,310612,37859,22638,38482,169619,138592,31496.0,103065,27169,13530,22889,93906,112965.0,52509,23393,11802,71922,5833,12034,8318,40562,64993,22681,20478,26959,11450,120215,120927,81361,12980,90157,13688,128557,17867,31452,68272.0,26400,88532,45484,22407,94204,12795,63987,49531.0,36284,46833,11597,43701,20394,97842,1263,14945,7367,33597,62044,284834,13198,43536,333944,255755.0,40459,253047,384738,8996,28158,258545,18889,13683.0,25525,49652,14220,48866,39942,111928,46884,25950,20596,40990,95492,23624,55464,29124,79305,27512.0,8568,41115,114901,45552,31580,289821,15155,23364,24762.0,921554,45730,21495,28159,1626,44857,22389,92235,26601.0,11756,110512,15198,32987,70476,677248,20018,106307,15730,38447,13164,88999,14732,144286,17346,68310,44629,5572.0,23199,13268,21462,37945,13016,13563,26279,12329,14929,206601,179270,48928,9876,10974,215280,12869,13328,9918,18178,29487.0,15900,15511,13364,28473,33765,16592,25799.0,93108,10177,194945,43780,17355,17248,24916,9917,48912,11186,100541,58533,33332,4156,102758,8474,36920,36866,71173,6512,85087,98474.0,46786,12049,33555,22973,59558,26580,37542,111428,15970,128677,37827,513640,13212,29379,16609,4616,37130,58091,31031,47408,130117,9622,15942,23721,23199,46945,153692,14341,25656,58529,160034,69210,90600,108403,35430,43596,25065.0,124302,46547,38410,5832,12550,1208,74124,8435,12759,84073,21652,166666,6033,57348,8647,17639,22371.0,72488,15763,37593,25180,18611,97652,16421,120,69631,10419,29570.0,27541,31413,126348,19000,128771,105033,319289,15915,156643,37742.0,170038,37402
